,0-3m,3-6m,6-9m,9-12m
0-3m,0.9019607843137255,0.9090909090909091,0.8717948717948718,0.9111111111111111
3-6m,,0.9148936170212766,0.926829268292683,0.9375
6-9m,,,0.9069767441860465,0.86
9-12m,,,,0.9074074074074074
