,0-3m,3-6m,6-9m,9-12m
0-3m,0.6917293233082706,0.6504065040650406,0.6126126126126126,0.6507936507936508
3-6m,,0.6564885496183206,0.6178861788617886,0.6382978723404256
6-9m,,,0.609375,0.6323529411764706
9-12m,,,,0.6621621621621622
