,0-3m,3-6m,6-9m,9-12m
0-3m,0.6988558036945134,0.6713878645658733,0.6419117647058824,0.5572782084409992
3-6m,,0.7026182432432433,0.7081339712918662,0.6243686868686869
6-9m,,,0.7067340067340068,0.6505602240896359
9-12m,,,,0.6328456318914334
