experiment,attribute,category,count,positive_count,positive_rate,precision,recall,f1_score,mean_predicted_prob,std_predicted_prob,tp,fp,tn,fn
Multi-Project (2x OS),past_acceptance_category,Low (<30%),843,363,0.4306049822064057,0.4506089309878214,0.9173553719008265,0.604355716878403,0.4588354280658181,0.10810633237786914,333,406,74,30
Multi-Project (2x OS),past_acceptance_category,Medium (30-50%),104,81,0.7788461538461539,0.8,0.9876543209876543,0.8839779005524862,0.5705890186990683,0.11135480377210898,80,20,3,1
Multi-Project (2x OS),past_acceptance_category,High (50-70%),12,6,0.5,0.5,1.0,0.6666666666666666,0.5339860493938128,0.06932512937258396,6,6,0,0
Multi-Project (2x OS),past_acceptance_category,Very High (>70%),25,12,0.48,0.5217391304347826,1.0,0.6857142857142856,0.4492575025558472,0.10429808112826373,12,11,2,0
