,0-3m,3-6m,6-9m,9-12m
0-3m,0.9109055083373521,0.9005257601507133,0.9376800278454179,0.8026032881403363
3-6m,,0.9114697604909356,0.9384200547168033,0.8366518967583312
6-9m,,,0.9316215384145436,0.8424118697580067
9-12m,,,,0.8597113591357998
