,0-3m,3-6m,6-9m,9-12m
0-3m,0.9465648854961832,0.8837209302325582,0.9836065573770492,0.8518518518518519
3-6m,,0.8872180451127819,0.96875,0.8571428571428571
6-9m,,,0.9763779527559056,0.8571428571428571
9-12m,,,,0.8617886178861789
