,0-3m,3-6m,6-9m,9-12m
0-3m,0.739671027975019,0.8196711904579199,0.7484946077394385,0.7218796056541182
3-6m,,0.8019985094500902,0.6420822334925264,0.6869334314079439
6-9m,,,0.6598517572979392,0.7163924061118959
9-12m,,,,0.6836994632085932
