,0-3m,3-6m,6-9m,9-12m
0-3m,0.6917293233082706,0.6349206349206349,0.6229508196721312,0.6507936507936508
3-6m,,0.6766917293233082,0.6101694915254238,0.6351351351351351
6-9m,,,0.583941605839416,0.6758620689655173
9-12m,,,,0.6621621621621622
