,0-3m,3-6m,6-9m,9-12m
0-3m,0.861878453038674,0.8303030303030303,0.9139072847682119,0.7857142857142857
3-6m,,0.8362573099415205,0.9155844155844156,0.7916666666666666
6-9m,,,0.9230769230769231,0.8013698630136986
9-12m,,,,0.8043478260869565
