,0-3m,3-6m,6-9m,9-12m
0-3m,0.5206349206349207,0.5396825396825397,0.38618925831202044,0.3268156424581006
3-6m,,0.5223880597014925,0.4409221902017291,0.3219895287958115
6-9m,,,0.42091152815013405,0.46473029045643155
9-12m,,,,0.4773662551440329
