,0-3m,3-6m,6-9m,9-12m
0-3m,0.654690618762475,0.6650366748166259,0.5480943738656987,0.4804928131416838
3-6m,,0.6542056074766355,0.59765625,0.4785992217898833
6-9m,,,0.5836431226765799,0.6103542234332425
9-12m,,,,0.6203208556149733
