,0-3m,3-6m,6-9m,9-12m
0-3m,0.7515553056288617,0.7460252600784247,0.7054080860011518,0.39692562425439587
3-6m,,0.7957591342693872,0.6974097172440072,0.3958196440726807
6-9m,,,0.7510409540439642,0.5740203541087618
9-12m,,,,0.7426921360744972
