,0-3m,3-6m,6-9m,9-12m
0-3m,0.9473684210526315,0.7058823529411765,1.0,1.0
3-6m,,0.9411764705882353,1.0,1.0
6-9m,,,0.9375,0.9411764705882353
9-12m,,,,0.8
