,0-3m,3-6m,6-9m,9-12m
0-3m,0.6921009098428454,0.6733992624874287,0.6363970588235294,0.5557708871662359
3-6m,,0.7083614864864867,0.6947368421052632,0.6186868686868686
6-9m,,,0.6734006734006733,0.6615312791783381
9-12m,,,,0.633693808312129
