,0-3m,3-6m,6-9m,9-12m
0-3m,0.9838709677419355,0.9617834394904459,1.0,1.0
3-6m,,1.0,0.9939393939393939,1.0
6-9m,,,0.9818181818181818,1.0
9-12m,,,,1.0
