,0-3m,3-6m,6-9m,9-12m
0-3m,0.8280542986425339,0.8118279569892473,0.903954802259887,0.7818181818181819
3-6m,,0.8205128205128205,0.8961748633879781,0.7857142857142857
6-9m,,,0.9,0.7875
9-12m,,,,0.7844311377245509
