,0-3m,3-6m,6-9m,9-12m
0-3m,0.5238095238095238,0.6111111111111112,0.7692307692307693,0.5625
3-6m,,0.9444444444444444,1.0,0.875
6-9m,,,1.0,0.8125
9-12m,,,,0.5625
