,0-3m,3-6m,6-9m,9-12m
0-3m,0.8602063259819487,0.927933376212858,0.8292977058214971,0.9055684980764154
3-6m,,0.9383742904701764,0.8938942506883332,0.922855815151215
6-9m,,,0.9470866054587406,0.9528647186782793
9-12m,,,,0.9289040583168368
