,0-3m,3-6m,6-9m,9-12m
0-3m,0.9123342779512624,0.893863598799147,0.9451996905425898,0.8150856593952516
3-6m,,0.9101317097998725,0.9428258634639813,0.838831204118689
6-9m,,,0.9490901954274253,0.8642366652311475
9-12m,,,,0.8645181791729759
