,0-3m,3-6m,6-9m,9-12m
0-3m,0.6871381306865177,0.6728964130070398,0.6636029411764706,0.5422049956933678
3-6m,,0.7228885135135135,0.7059011164274323,0.6054292929292928
6-9m,,,0.7491582491582491,0.6652661064425771
9-12m,,,,0.6515055131467344
