,0-3m,3-6m,6-9m,9-12m
0-3m,0.873015873015873,0.8795180722891566,0.9495548961424333,0.8775510204081632
3-6m,,0.8977272727272727,0.9455587392550143,0.88
6-9m,,,0.935672514619883,0.8811188811188811
9-12m,,,,0.8791946308724832
