experiment,attribute,category,count,positive_count,positive_rate,precision,recall,f1_score,mean_predicted_prob,std_predicted_prob,tp,fp,tn,fn
Multi-Project (3x OS),activity_level,Inactive (≤5),353,52,0.14730878186968838,0.15891472868217055,0.7884615384615384,0.26451612903225813,0.3964697865521266,0.10624205596369093,41,217,84,11
Multi-Project (3x OS),activity_level,Moderate (6-20),213,122,0.5727699530516432,0.5737704918032787,0.860655737704918,0.6885245901639344,0.43442936360556195,0.11305560967319117,105,78,13,17
Multi-Project (3x OS),activity_level,Active (21-50),155,120,0.7741935483870968,0.7769784172661871,0.9,0.8339768339768341,0.4876753921470334,0.12291624985946692,108,31,4,12
Multi-Project (3x OS),activity_level,Very Active (>50),263,168,0.6387832699619772,0.6356589147286822,0.9761904761904762,0.7699530516431926,0.49820304285210804,0.11722707137262639,164,94,1,4
