,0-3m,3-6m,6-9m,9-12m
0-3m,0.65,0.7027027027027027,0.6857142857142857,0.6111111111111112
3-6m,,0.7368421052631579,0.7058823529411765,0.6111111111111112
6-9m,,,0.6857142857142857,0.5945945945945946
9-12m,,,,0.6486486486486487
