,0-3m,3-6m,6-9m,9-12m
0-3m,0.5534188034188035,0.6222222222222222,0.45333333333333337,0.5747126436781609
3-6m,,0.32102272727272724,0.3727272727272727,0.4538461538461539
6-9m,,,0.5708812260536399,0.6209677419354839
9-12m,,,,0.2771883289124668
