,0-3m,3-6m,6-9m,9-12m
0-3m,0.9230769230769231,0.9072847682119205,0.9550173010380623,0.88
3-6m,,0.910828025477707,0.9559322033898305,0.8837209302325582
6-9m,,,0.9442622950819672,0.8897338403041825
9-12m,,,,0.891566265060241
