,0-3m,3-6m,6-9m,9-12m
0-3m,0.848780487804878,0.8152173913043478,0.903954802259887,0.7818181818181819
3-6m,,0.8238341968911918,0.8967391304347826,0.7857142857142857
6-9m,,,0.9016393442622951,0.7861635220125787
9-12m,,,,0.7844311377245509
