,0-3m,3-6m,6-9m,9-12m
0-3m,0.9601800921003465,0.9552449374182375,0.9377907774590761,0.9438529371066148
3-6m,0.948415246164175,0.8673168289086718,0.8570410813605496,0.8914997431003415
6-9m,0.959273524036369,0.8619993666417869,0.9262810747348169,0.9148678922691236
9-12m,0.9773773335072276,0.9447909508476158,0.9565815414934529,0.9838707894592686
